node1,Australia,Belize,Bolivia,Brazil,Cameroon,Colombia,Congo,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Fiji,Gabon,Ghana,Grenada,Guatemala,Haiti,Honduras,India,Indonesia,Jamaica,Liberia,Madagascar,Malaysia,Martinique,Mexico,Nicaragua,Nigeria,Panama,Papua New Guinea,Peru,Philippines,Puerto Rico,Samoa,Sao Tome,Sao Tome & Principe,Solomon Islands,Sri Lanka,Suriname,Tanzania,Tobago,Togo,Trinidad,Uganda,Vanuatu,Venezuela,Vietnam
Peru,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994
Philippines,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7
Puerto Rico,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994
Samoa,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7
Sao Tome,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994
Sao Tome & Principe,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994
Solomon Islands,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,1.0,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7
Sri Lanka,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7
Suriname,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994
Tanzania,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994
Tobago,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994
Togo,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994
Trinidad,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994
Uganda,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,1.0,0.48999999999999994,0.48999999999999994,0.48999999999999994
Vanuatu,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994,0.7
Venezuela,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.7,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994
Vietnam,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.7,0.48999999999999994,0.48999999999999994,0.7,0.7,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,0.7,0.48999999999999994,1.0
